Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
98,Willie Cauley-Stein,C,28,DAL,18,177,8.4,0.474,0.057,0.057,8.2,15.7,11.9,7,1.7,1.5,16.3,10.9,,0,0.2,0.2,0.063,,-4.1,0.9,-3.1,0
98,Willie Cauley-Stein,C,28,PHI,2,6,4.2,,,,0,36.6,18.6,20.4,0,0,,0,,0,0,0,0.136,,-4.6,5.8,1.2,0
99,Ahmad Caver,PG,25,IND,1,1,76.2,1,0,0,0,0,0,0,0,0,0,42.8,,0,0,0,1.204,,30.2,6.3,36.5,0
100,Justin Champagnie,SF,20,TOR,36,281,13.6,0.571,0.418,0.134,13.5,14.3,13.9,5.4,1.4,1.4,10.1,12,,0.5,0.3,0.8,0.138,,-1.3,-0.7,-2,0
101,Zylan Cheatham,SF,26,UTA,1,5,-23.8,0,0.667,0,0,0,0,0,0,0,0,26.1,,-0.1,0,-0.1,-0.61,,-19.3,-11.3,-30.6,0
102,Chris Chiozza,PG,26,GSW,34,372,4.4,0.407,0.654,0.037,2.7,7.7,5.3,22.5,1.7,0,28,13.4,,-0.5,0.5,0,-0.004,,-5.7,-0.2,-6,-0.4
103,Marquese Chriss,PF,24,DAL,34,346,14.8,0.518,0.187,0.246,10.6,22.5,16.5,7.7,1.9,3.1,10.3,21.5,,0.2,0.6,0.8,0.108,,-3.8,0,-3.8,-0.2
104,Josh Christopher,SG,20,HOU,74,1334,12.2,0.534,0.378,0.226,4.3,11.1,7.7,17.3,2.3,0.9,17.2,21.1,,-0.4,0.7,0.3,0.01,,-2.2,-1.3,-3.5,-0.5
105,Gary Clark,PF,27,NOP,38,378,11.4,0.547,0.795,0.114,6.6,20.1,13.2,6.4,1.7,1.8,9.8,11.6,,0.3,0.4,0.7,0.092,,0.1,0,0.1,0.2
106,Brandon Clarke,PF,25,MEM,64,1246,23.7,0.66,0.049,0.291,11.1,17.8,14.4,10.3,1.5,4.9,6.3,17.7,,4.4,1.9,6.3,0.241,,3.1,1.1,4.2,2
107,Jordan Clarkson,SG,29,UTA,79,2141,14.9,0.532,0.536,0.156,3.5,10.2,7,14.5,1.5,0.7,9.8,26.8,,1.5,2,3.5,0.079,,0.5,-1.2,-0.6,0.7
108,Nic Claxton,C,22,BRK,47,974,18.6,0.672,0,0.352,10.4,18.9,14.8,6.4,1.2,4.7,11.1,15.1,,2.3,1.2,3.5,0.171,,0.3,0.2,0.4,0.6
109,Amir Coffey,SG,24,LAC,69,1567,13,0.598,0.545,0.251,1.8,11.2,6.7,11.4,1.2,0.8,8,15.8,,2.3,1.5,3.8,0.116,,-0.3,0,-0.3,0.7
110,John Collins,PF,24,ATL,54,1663,18.7,0.61,0.273,0.262,6.2,21.5,13.9,8.9,1,3,7.7,20.5,,3.6,1.4,5.1,0.146,,1.5,0,1.5,1.5
111,Zach Collins,PF,24,SAS,28,502,16.4,0.594,0.265,0.419,9.5,22.5,16,16.3,1.2,3.8,19.7,19.2,,0.6,0.7,1.2,0.118,,-1.2,1,-0.2,0.2
112,Darren Collison,PG,34,LAL,3,37,-0.2,0.286,0.429,0,0,11.6,5.8,6.8,1.3,0,12.5,9.3,,-0.1,0,-0.1,-0.07,,-10,-0.9,-10.9,-0.1
113,Mike Conley,PG,34,UTA,72,2058,17.2,0.572,0.523,0.205,2.6,8.8,5.8,27.7,2.3,0.9,12.5,20.9,,4.4,2.3,6.7,0.157,,2.4,0.7,3.1,2.7
114,Pat Connaughton,SG,29,MIL,65,1691,13.4,0.62,0.746,0.109,2.9,14,8.6,6.6,1.7,0.9,6.3,14,,2.8,1.6,4.4,0.125,,0.8,0.4,1.2,1.4
115,Tyler Cook,PF,24,CHI,20,200,13,0.643,0,0.842,9.1,20.7,14.9,2,1,1.7,11.8,13,,0.4,0.2,0.5,0.127,,-3,-1.1,-4.1,-0.1
116,Sharife Cooper,PG,20,ATL,13,39,-5.4,0.25,0.429,0,0,14,7,16.3,0,0,26.3,21.3,,-0.2,0,-0.2,-0.297,,-11.3,-5,-16.3,-0.1
117,Petr Cornelie,PF,26,DEN,13,38,9.6,0.418,0.533,0.267,21.3,19.9,20.6,10.8,1.3,2.4,19.3,24,,-0.1,0,0,-0.015,,-6.1,-2.7,-8.8,-0.1
118,DeMarcus Cousins,C,31,TOT,48,718,18.2,0.567,0.377,0.386,11.7,29.1,20.6,15.2,2.4,2.7,18.3,28.1,,0.3,1.3,1.6,0.104,,-1.8,0.2,-1.6,0.1
118,DeMarcus Cousins,C,31,MIL,17,287,19,0.572,0.407,0.322,9.1,26.8,18.1,9.3,2.7,2.7,10.6,22.4,,0.5,0.5,1,0.162,,-0.3,0.9,0.6,0.2
118,DeMarcus Cousins,C,31,DEN,31,431,17.6,0.565,0.359,0.422,13.4,30.6,22.3,19.1,2.2,2.7,22,31.9,,-0.2,0.8,0.6,0.065,,-2.8,-0.2,-3.1,-0.1
119,Robert Covington,PF-SF,31,TOT,71,1940,12.4,0.572,0.681,0.139,3.3,18.9,11,6.8,2.6,4.4,12.4,13.5,,0.8,2.4,3.2,0.08,,-1.6,1.8,0.2,1.1
119,Robert Covington,PF,31,POR,48,1431,10,0.519,0.685,0.107,3,18.6,10.5,6.7,2.5,4.3,14.2,12.4,,-0.3,1.4,1.1,0.037,,-2.9,1.6,-1.3,0.3
119,Robert Covington,SF,31,LAC,23,509,19.4,0.677,0.673,0.204,3.9,20,12.2,7,2.8,4.7,8.8,16.7,,1.1,1,2.1,0.2,,1.9,2.2,4.1,0.8
120,Torrey Craig,SF,31,TOT,78,1596,11,0.556,0.531,0.118,5.9,15.4,10.7,7.6,1.4,2,12.6,14.3,,0.9,1.4,2.3,0.07,,-1.7,-0.1,-1.8,0.1
120,Torrey Craig,SF,31,IND,51,1034,10.8,0.555,0.491,0.125,6.3,14.9,10.5,7.7,1.1,1.6,11.6,13.9,,0.8,0.4,1.2,0.056,,-1.6,-0.6,-2.2,-0.1
120,Torrey Craig,SF,31,PHO,27,562,11.4,0.558,0.6,0.106,5.3,16.4,11,7.5,1.9,2.7,14.3,15,,0.2,1,1.1,0.096,,-1.9,0.9,-1.1,0.1
121,Jae Crowder,PF,31,PHO,67,1886,11.3,0.541,0.671,0.165,1.8,18,10.1,8.3,2.4,1.4,8.6,14.6,,0.9,3.4,4.3,0.11,,-1.3,2.4,1.1,1.5
122,Jarrett Culver,SG,22,MEM,37,338,8.7,0.433,0.348,0.252,3.9,11.1,7.4,13,2.8,1.3,11.8,20.6,,-0.4,0.5,0.1,0.012,,-5.7,0.3,-5.4,-0.3
123,Jarron Cumberland,SG,24,POR,3,12,8.4,0.5,0.5,0,8.8,19,13.7,11.6,0,0,0,7.2,,0,0,0,0.079,,-4.4,-2.2,-6.6,0
124,Cade Cunningham,PG,20,DET,64,2088,13.1,0.504,0.352,0.163,2.9,16.2,9.2,29.1,1.8,1.9,17.5,27.5,,-2.4,1.9,-0.5,-0.011,,-1.1,-0.5,-1.6,0.2
125,Seth Curry,SG,31,TOT,64,2135,13.7,0.615,0.506,0.127,1.1,9.1,5.2,16.3,1.2,0.6,12.3,18.5,,2.7,1.5,4.2,0.095,,0.3,-0.9,-0.6,0.8
125,Seth Curry,SG,31,PHI,45,1566,13.3,0.603,0.473,0.138,1.2,9.4,5.4,17.7,1.1,0.6,13,18.5,,1.7,1.1,2.9,0.088,,-0.1,-0.9,-1,0.4
125,Seth Curry,SG,31,BRK,19,569,14.6,0.645,0.588,0.1,0.8,8.4,4.7,12.5,1.4,0.5,10.2,18.5,,1,0.3,1.3,0.112,,1.5,-0.8,0.7,0.4
126,Stephen Curry,PG,33,GSW,64,2211,21.4,0.601,0.613,0.243,1.7,14.4,8.3,30.4,1.9,1,13.2,30.8,,4.6,3.4,8,0.173,,5.4,0.4,5.8,4.4
127,Anthony Davis,C,28,LAL,40,1404,23.9,0.578,0.101,0.351,8.1,22,15.1,14.7,1.7,5.7,9.3,27.1,,2.6,2,4.5,0.155,,2.6,1.2,3.8,2
128,Ed Davis,C,32,CLE,31,201,9.3,0.632,0,0.875,7.9,26.9,17.6,4.5,0.7,4,18.4,6,,0.2,0.3,0.5,0.126,,-4.2,2.5,-1.8,0
129,Terence Davis,SG,24,SAC,30,536,14.6,0.543,0.558,0.165,2.2,17,9.5,11.9,2.2,1.8,10.3,25.6,,0,0.5,0.5,0.044,,-0.6,-0.4,-0.9,0.2
130,Gabriel Deck,PF,26,OKC,7,56,11.5,0.643,0.286,0,1.8,9.3,5.5,13.7,0.9,0,12.5,12.3,,0.1,0,0.1,0.08,,-1.2,-1.3,-2.5,0
131,Dewayne Dedmon,C,32,MIA,67,1065,15.9,0.632,0.162,0.345,11.4,29.4,20.6,6.7,1.1,4.2,17.3,16.9,,1.5,2,3.5,0.157,,-2.2,1.1,-1,0.3
132,Sam Dekker,PF,27,TOR,1,1,0,,,,0,0,0,0,0,0,,0,,0,0,0,0.003,,-6.2,-3.4,-9.6,0
133,Javin DeLaurier,C,23,MIL,1,3,15.6,,,,0,34.6,17.7,0,16,0,,0,,0,0,0,0.26,,-4.8,11.8,7,0
134,DeMar DeRozan,PF,32,CHI,76,2743,23.1,0.59,0.093,0.386,2.3,13.7,8,23.3,1.2,0.8,9.2,31.8,,7,1.8,8.8,0.154,,3.4,-0.9,2.5,3.1
135,Mamadi Diakite,PF,25,OKC,13,188,11.6,0.54,0.106,0.234,9.2,23.3,16.1,1.6,1.3,4.5,11.9,13.5,,0.1,0.3,0.3,0.08,,-5.9,0.9,-5,-0.1
136,Cheick Diallo,C,25,DET,3,31,12.3,0.517,0,0.75,13.3,29.4,20.9,0,1.6,0,8.6,16.1,,0,0,0.1,0.108,,-4.2,-3.3,-7.5,0
137,Hamidou Diallo,SG,23,DET,58,1269,15.7,0.541,0.177,0.266,5.6,18.7,11.8,9.8,2.7,1.2,9,21.8,,0.6,1.5,2.1,0.079,,-1.2,0.7,-0.5,0.5
138,Gorgui Dieng,C,32,ATL,44,371,17.3,0.624,0.607,0.232,9.5,26.1,17.8,12.7,1.5,3.1,13.9,16.9,,0.8,0.4,1.2,0.155,,1.4,0.8,2.1,0.4
139,Spencer Dinwiddie,PG,28,TOT,67,1980,15.1,0.543,0.449,0.343,2.6,13,7.8,25.7,1.1,0.6,10.9,21.4,,2.7,1.4,4.1,0.098,,0.8,-0.4,0.3,1.1
139,Spencer Dinwiddie,PG,28,WAS,44,1330,13.2,0.501,0.459,0.291,3,14,8.6,27.5,1,0.4,11.6,21,,0.9,0.7,1.6,0.058,,-0.3,-0.7,-0.9,0.3
139,Spencer Dinwiddie,PG,28,DAL,23,650,19,0.624,0.428,0.449,1.5,10.8,6.2,22,1.3,0.8,9.6,22.3,,1.8,0.7,2.5,0.182,,2.8,0.1,2.9,0.8
140,Donte DiVincenzo,SG,25,TOT,42,1006,11.3,0.51,0.649,0.247,4.3,14,9.1,16.1,2.3,0.7,16.2,18.9,,-0.1,0.9,0.7,0.035,,-1.8,-0.5,-2.3,-0.1
140,Donte DiVincenzo,SG,25,MIL,17,341,7.9,0.47,0.627,0.229,5.7,12.8,9.3,11.3,1.5,0.8,17.7,19.8,,-0.4,0.3,-0.1,-0.009,,-3.8,-1.6,-5.5,-0.3
140,Donte DiVincenzo,SG,25,SAC,25,665,13,0.532,0.661,0.257,3.6,14.5,9,18.6,2.7,0.7,15.4,18.5,,0.2,0.6,0.8,0.058,,-0.8,0.1,-0.6,0.2
141,Luka Dončić,PG,22,DAL,65,2301,25.1,0.571,0.406,0.349,2.7,26,14.3,46,1.6,1.4,15.3,37.4,,3.8,3.8,7.6,0.159,,6.4,1.8,8.2,5.9
142,Luguentz Dort,SF,22,OKC,51,1665,12.3,0.541,0.539,0.263,2.3,10.9,6.5,8.6,1.3,1,9.8,23.3,,0.2,1.1,1.4,0.04,,-1.5,-0.7,-2.3,-0.1
143,Ayo Dosunmu,SG,22,CHI,77,2110,11.2,0.596,0.348,0.146,1.4,9.9,5.7,16.5,1.4,1.2,15.9,14.1,,1.7,1.3,3,0.069,,-1.9,-0.1,-2,0
144,Damyean Dotson,SG,27,NYK,2,21,6.4,0.5,0.25,0,0,10.4,5.1,6.9,0,0,0,8.3,,0,0,0,0.045,,-3.7,-1.2,-4.9,0
145,Devon Dotson,PG,22,CHI,11,85,9.8,0.538,0.391,0.391,1.3,10.5,6,23.9,0.6,0,15.6,16.6,,0.1,0,0.1,0.048,,-3.4,-1.5,-4.9,-0.1
146,Sekou Doumbouya,PF,21,LAL,2,16,40.7,0.717,0.25,0.5,13.5,26.8,20.2,0,9,11.1,17,31.6,,0,0.1,0.1,0.3,,8.8,10,18.8,0.1
147,Jeff Dowtin,PG,24,TOT,9,108,6.8,0.353,0.346,0.077,7.9,9.8,8.9,12.7,2.2,0.9,15.7,12.8,,-0.1,0.1,0,-0.01,,-5.7,0.1,-5.6,-0.1
147,Jeff Dowtin,PG,24,GSW,4,28,9.5,0.5,0.167,0,4,22.7,13.7,14.6,0,3.4,14.3,10.9,,0,0,0.1,0.089,,-4.2,0.7,-3.6,0
147,Jeff Dowtin,PG,24,MIL,1,3,-12.9,0,1,0,0,0,0,0,0,0,0,14.2,,0,0,0,-0.344,,-15.7,-6.9,-22.6,0
147,Jeff Dowtin,PG,24,ORL,4,77,6.5,0.327,0.368,0.105,9.6,5.5,7.5,12.5,3.1,0,16.8,13.4,,-0.1,0.1,-0.1,-0.033,,-5.8,0.2,-5.6,-0.1
148,PJ Dozier,SG,25,DEN,18,340,8.7,0.463,0.485,0.131,4.8,15.6,10.3,11.3,1.6,1.6,11,15.2,,-0.1,0.4,0.3,0.038,,-3,1,-2,0
149,Goran Dragić,PG,35,TOT,21,498,10,0.474,0.417,0.219,2.9,11.3,7.1,22.9,1.9,0.7,17,17.2,,-0.1,0.4,0.4,0.034,,-2.8,-0.4,-3.3,-0.2
149,Goran Dragić,PG,35,TOR,5,90,16.2,0.521,0.412,0.294,2.3,15.3,8.4,14.4,2.8,1.1,2.5,18.7,,0.2,0.1,0.3,0.162,,-0.6,2.6,1.9,0.1
149,Goran Dragić,PG,35,BRK,16,408,8.6,0.46,0.419,0.197,3,10.4,6.8,24.7,1.7,0.7,20.6,16.9,,-0.2,0.3,0.1,0.006,,-3.3,-1.1,-4.4,-0.3
150,Andre Drummond,C,28,TOT,73,1437,21,0.574,0.007,0.379,18,34.1,26.2,13.7,2.7,4.2,18.5,19,,2,3.1,5.1,0.17,,-0.1,1.4,1.3,1.2
150,Andre Drummond,C,28,PHI,49,902,19.3,0.544,0.008,0.345,17.1,36.1,26.8,16,3.1,4.5,22.4,17.6,,0.7,2.2,2.9,0.153,,-1.2,2.5,1.3,0.7
150,Andre Drummond,C,28,BRK,24,535,23.8,0.61,0.005,0.421,19.4,30.6,25.1,9.8,2,3.8,13.5,21.5,,1.3,0.9,2.2,0.199,,1.7,-0.5,1.2,0.4
151,Chris Duarte,SG,24,IND,55,1541,12.3,0.537,0.411,0.18,2.9,13.6,8.2,10.9,1.8,0.6,11.8,21.1,,0.2,0.7,0.9,0.029,,-1.2,-1.1,-2.3,-0.1
152,David Duke Jr.,PG,22,BRK,22,341,10,0.444,0.343,0.194,9.8,11.5,10.7,6.6,2,1.8,7.1,15.9,,0,0.3,0.3,0.048,,-3,-0.9,-3.9,-0.2
153,Kris Dunn,PG,27,POR,14,336,12.5,0.482,0.108,0.176,2.8,13.6,8,35.1,3.3,0.9,22.5,18.3,,-0.1,0.3,0.2,0.024,,-4.6,-0.8,-5.4,-0.3
154,Kevin Durant,PF,33,BRK,55,2047,25.6,0.634,0.269,0.367,1.6,19.6,10.8,29.1,1.1,2.3,12.9,31.2,,6.4,2,8.4,0.198,,6.4,0.7,7.2,4.8
155,Jaime Echenique,C,24,WAS,1,3,0,,,,0,0,0,0,0,0,,0,,0,0,0,-0.012,,-5.5,-3,-8.5,0
156,Anthony Edwards,SG,20,MIN,72,2466,16.5,0.56,0.484,0.225,2.6,12.5,7.5,17.4,2,1.8,12.2,26.4,,1.8,2.4,4.3,0.084,,1.6,-0.4,1.2,2
157,Carsen Edwards,SG,23,DET,4,79,5.5,0.378,0.533,0.033,2.6,5.8,4.1,26.2,1.2,0,14.1,19.2,,-0.1,0,-0.1,-0.075,,-6,-3.4,-9.3,-0.1
158,Kessler Edwards,SF,21,BRK,48,987,8.3,0.516,0.509,0.071,5,13.8,9.5,4.1,1.4,2.2,13.2,13.8,,-0.2,0.9,0.6,0.031,,-3.1,-0.8,-3.8,-0.5
159,Rob Edwards,SG,25,OKC,2,11,-0.8,0.375,1,0,0,28.5,14,0,0,0,20,19.6,,-0.1,0,0,-0.181,,-8.3,-2.9,-11.2,0
160,CJ Elleby,SF,21,POR,58,1174,9.2,0.491,0.409,0.273,6,15.6,10.6,10.6,1.5,1.6,14,14.8,,-0.1,0.5,0.4,0.016,,-3.8,-1.5,-5.3,-1
161,Wayne Ellington,SG,34,LAL,43,810,9.9,0.593,0.89,0.046,1.3,8.9,5.1,5,1.4,0.5,7.3,13.8,,0.6,0.4,1,0.062,,-0.7,-0.6,-1.4,0.1
162,Joel Embiid,C,27,PHI,68,2297,31.2,0.616,0.188,0.602,7.2,31.1,19.4,23.5,1.7,3.9,11.3,37.2,,7.9,4.1,12,0.252,,7.2,2,9.2,6.5
163,James Ennis III,SF,31,TOT,7,56,17.7,0.553,0.333,0.208,9.9,13.1,11.6,7.4,1.7,3.1,7.1,22,,0.1,0.1,0.1,0.114,,-0.1,-1,-1.1,0
163,James Ennis III,SF,31,BRK,2,14,14.7,0.357,0.286,0,16,22.7,19.4,0,3.5,6.4,0,21.5,,0,0,0,0.034,,-0.5,-0.6,-1.1,0
163,James Ennis III,SF,31,LAC,2,28,26.3,0.784,0.364,0.364,7.8,11,9.5,0,1.7,3,7.3,21.6,,0.1,0,0.2,0.277,,3.7,0.3,4,0
163,James Ennis III,SF,31,DEN,3,14,3.7,0.311,0.333,0.167,8.2,7.7,8,29.8,0,0,13.4,23.3,,0,0,0,-0.134,,-7.2,-4,-11.1,0
164,Drew Eubanks,C,24,TOT,71,1245,18,0.638,0.062,0.35,11,22.2,16.5,10.1,1.2,2.8,15.9,17.5,,2.2,1.1,3.4,0.13,,-0.5,-0.9,-1.4,0.2
164,Drew Eubanks,C,24,SAS,49,595,16,0.588,0.05,0.497,11.2,23.4,17.3,11.1,1,4.2,19.2,17,,0.6,0.8,1.4,0.114,,-1.9,0.7,-1.2,0.1
164,Drew Eubanks,C,24,POR,22,650,19.9,0.678,0.071,0.241,10.8,21,15.7,9.1,1.4,1.5,13,18,,1.6,0.3,2,0.144,,0.8,-2.3,-1.5,0.1
165,Tacko Fall,C,26,CLE,11,59,11.3,0.398,0,0.583,13.4,29.4,21.6,4.6,0,9.1,16.6,13.6,,-0.1,0.1,0.1,0.043,,-4.1,0.8,-3.4,0
166,Derrick Favors,C,30,OKC,39,653,13.6,0.534,0.088,0.137,9,20.2,14.5,5.9,1.3,1.7,4.5,13.4,,0.8,0.7,1.4,0.105,,-2.3,0.3,-2.1,0
167,Bruno Fernando,C,23,TOT,30,152,21.2,0.671,0.036,0.436,13,26.6,19.8,7.5,0.3,6.5,17.6,22.4,,0.2,0.2,0.4,0.14,,-0.4,0.2,-0.1,0.1
167,Bruno Fernando,C,23,BOS,20,58,12.6,0.586,0.071,0.357,13.4,14.6,14,9.6,0,4.7,23.6,16.1,,0,0.1,0.1,0.102,,-3.2,0.4,-2.8,0
167,Bruno Fernando,C,23,HOU,10,94,26.5,0.699,0.024,0.463,12.8,34.1,23.4,6.3,0.5,7.6,15.4,26.3,,0.2,0.1,0.3,0.164,,1.3,0.2,1.5,0.1
168,Dorian Finney-Smith,PF,28,DAL,80,2644,12.5,0.604,0.629,0.12,5.1,10.7,7.9,8.2,1.7,1.3,9.9,13.8,,3.4,3.2,6.6,0.121,,0.1,0.7,0.8,1.9
169,Malik Fitts,PF,24,TOT,15,63,10.7,0.553,0.526,0,3.5,25.2,14.7,12.7,0,0,9.5,14.6,,0.1,0.1,0.1,0.097,,-0.6,-0.5,-1.1,0
169,Malik Fitts,PF,24,UTA,7,35,-1.6,0.333,0.444,0,0,30.3,15.6,0,0,0,18.2,13.7,,-0.1,0,-0.1,-0.104,,-7.9,-1.9,-9.8,-0.1
169,Malik Fitts,PF,24,BOS,8,28,26.1,0.75,0.6,0,7.9,18.8,13.5,28.6,0,0,0,15.7,,0.2,0,0.2,0.348,,8.6,1.2,9.8,0.1
170,Malachi Flynn,PG,23,TOR,44,537,11.7,0.488,0.492,0.131,1.9,11.3,6.4,18.5,1.9,0.7,6.3,16.5,,0.5,0.5,1,0.092,,-1.8,0.4,-1.5,0.1
171,Bryn Forbes,SG,28,TOT,75,1286,11.5,0.574,0.547,0.161,0.9,6.9,3.9,8.3,0.9,0.3,8.8,21.2,,0.8,0.6,1.4,0.054,,-0.7,-2.2,-2.9,-0.3
171,Bryn Forbes,SG,28,SAS,40,676,12.4,0.572,0.51,0.166,0.6,9.2,4.9,8.6,1.2,0.4,9.4,21.9,,0.3,0.4,0.7,0.053,,-0.3,-1.3,-1.6,0.1
171,Bryn Forbes,SG,28,DEN,35,610,10.6,0.578,0.593,0.156,1.1,4.3,2.7,8,0.6,0.3,8.1,20.3,,0.5,0.2,0.7,0.054,,-1.1,-3.2,-4.3,-0.4
172,Aleem Ford,SF,24,ORL,5,74,0.5,0.35,0.75,0,2.8,18.6,10.7,3.8,0.7,0,16.7,14,,-0.2,0.1,-0.2,-0.103,,-9.1,-2.2,-11.4,-0.2
173,Trent Forrest,PG,23,UTA,60,765,10.9,0.554,0.174,0.31,3.4,10.5,7.1,18.6,1.9,0.7,21.4,12.8,,0.5,0.8,1.3,0.084,,-2.3,1.2,-1,0.2
174,Evan Fournier,SG,29,NYK,80,2358,12.3,0.554,0.641,0.117,1.5,8.2,4.8,11.9,1.7,0.8,9.4,20.8,,1.5,2.2,3.7,0.075,,-0.4,-0.3,-0.7,0.7
175,De'Aaron Fox,PG,24,SAC,59,2083,17.4,0.549,0.228,0.319,1.3,10.9,6,26.8,1.6,1,11.9,29.1,,1.5,1,2.5,0.058,,0.6,-1.2,-0.6,0.7
176,Melvin Frazier,SG,25,OKC,3,120,-0.4,0.313,0.438,0.146,4.2,7,5.6,1.2,0.4,0,5.5,19.5,,-0.4,0,-0.4,-0.16,,-9.7,-6.7,-16.4,-0.4
177,Tim Frazier,PG,31,TOT,12,208,3.3,0.398,0.378,0.2,2.5,7.1,4.8,22.5,0.7,0.4,23.5,13.3,,-0.3,0.1,-0.2,-0.046,,-6.8,-1.8,-8.6,-0.3
177,Tim Frazier,PG,31,ORL,10,200,3.8,0.394,0.395,0.209,2.6,7.4,5,22.6,0.7,0.5,21.7,13,,-0.2,0.1,-0.2,-0.037,,-6.4,-1.7,-8,-0.3
177,Tim Frazier,PG,31,CLE,2,8,-10.3,0.5,0,0,0,0,0,17.9,0,0,50,22.1,,-0.1,0,0,-0.283,,-17.8,-5.8,-23.6,0
178,Enes Freedom,C,29,BOS,35,411,15,0.585,0.052,0.289,16.5,25.4,21,2.7,0.6,3.1,15.5,13.9,,0.6,0.7,1.4,0.16,,-1.2,-0.2,-1.4,0.1
179,Markelle Fultz,PG,23,ORL,18,360,17.7,0.517,0.097,0.177,1.2,13.2,7.2,48.9,2.7,1.3,17.5,27.5,,0,0.4,0.4,0.053,,-0.1,0.4,0.2,0.2
180,Wenyen Gabriel,PF,24,TOT,26,358,12.5,0.549,0.255,0.382,11.8,17.2,14.5,5.6,0.7,2.7,11.1,17.4,,0.4,0.3,0.7,0.09,,-3.7,-2.1,-5.9,-0.4
180,Wenyen Gabriel,PF,24,BRK,1,1,11.8,,,,0,100,54.5,0,0,0,,0,,0,0,0,0.167,,-1.9,0.3,-1.6,0
180,Wenyen Gabriel,PF,24,LAC,6,46,8.3,0.474,0.385,0.308,11.9,20.1,16.1,6,1.1,3.7,16.9,17,,0,0.1,0,0.041,,-6.6,-0.9,-7.5,-0.1
180,Wenyen Gabriel,PF,24,LAL,19,311,13.1,0.558,0.237,0.392,11.8,16.5,14.2,5.5,0.6,2.6,10.3,17.5,,0.4,0.2,0.6,0.096,,-3.3,-2.3,-5.7,-0.3
181,Daniel Gafford,C,23,WAS,72,1444,21.8,0.708,0.002,0.372,12.1,19,15.6,7.3,1,5.8,12,16.7,,4.4,1.6,6,0.198,,1.1,0.5,1.6,1.3
182,Danilo Gallinari,PF,33,ATL,66,1672,14.3,0.579,0.492,0.261,2.3,17.8,10.1,8.5,0.8,0.6,5.4,18.4,,2.8,0.8,3.6,0.105,,1,-1.2,-0.2,0.8
183,Langston Galloway,SG,30,TOT,7,107,0.7,0.269,0.615,0,3.1,14.7,9,13.7,0.4,0,18.8,12.8,,-0.3,0.1,-0.2,-0.1,,-8,-1.8,-9.8,-0.2
183,Langston Galloway,SG,30,BRK,4,58,1.8,0.462,0.615,0,1.9,12.8,7.5,11,0,0,27.8,13.3,,-0.1,0,-0.1,-0.072,,-7.6,-2.8,-10.4,-0.1
183,Langston Galloway,SG,30,MIL,3,49,-0.6,0.077,0.615,0,4.4,17,10.8,16.9,1,0,7.1,12.2,,-0.2,0,-0.1,-0.133,,-8.5,-0.6,-9.1,-0.1
184,Darius Garland,PG,22,CLE,68,2430,19,0.576,0.387,0.205,1.8,8.2,5.1,39.9,1.8,0.3,16.2,27.8,,3.8,2.5,6.3,0.125,,3.4,-0.8,2.6,2.8
185,Marcus Garrett,SG,23,MIA,12,128,4.7,0.28,0.19,0.238,8.1,12.2,10.2,7,2,2.5,7.9,8.8,,-0.1,0.2,0.1,0.032,,-6.4,1,-5.4,-0.1
